Frequency,AngleAttack,ChordLength,FreeStreamVelocity,SuctionSide,Sound
500,4.8,0.0254,39.6,0.000907475,116.366
630,4.8,0.0254,39.6,0.000907475,118.696
800,4.8,0.0254,39.6,0.000907475,120.766
1000,4.8,0.0254,39.6,0.000907475,122.956
1250,4.8,0.0254,39.6,0.000907475,125.02600000000001
1600,4.8,0.0254,39.6,0.000907475,125.96600000000001
2000,4.8,0.0254,39.6,0.000907475,128.916
2500,4.8,0.0254,39.6,0.000907475,131.236
3150,4.8,0.0254,39.6,0.000907475,133.436
4000,4.8,0.0254,39.6,0.000907475,134.996
5000,4.8,0.0254,39.6,0.000907475,135.42600000000002
6300,4.8,0.0254,39.6,0.000907475,134.336
8000,4.8,0.0254,39.6,0.000907475,131.346
10000,4.8,0.0254,39.6,0.000907475,126.066
500,4.8,0.0254,31.7,0.0009307889999999999,116.12799999999999
630,4.8,0.0254,31.7,0.0009307889999999999,120.07799999999999
800,4.8,0.0254,31.7,0.0009307889999999999,122.648
1000,4.8,0.0254,31.7,0.0009307889999999999,125.348
1250,4.8,0.0254,31.7,0.0009307889999999999,127.40799999999999
1600,4.8,0.0254,31.7,0.0009307889999999999,128.718
2000,4.8,0.0254,31.7,0.0009307889999999999,130.148
2500,4.8,0.0254,31.7,0.0009307889999999999,132.588
3150,4.8,0.0254,31.7,0.0009307889999999999,134.268
4000,4.8,0.0254,31.7,0.0009307889999999999,135.328
5000,4.8,0.0254,31.7,0.0009307889999999999,135.248
6300,4.8,0.0254,31.7,0.0009307889999999999,132.898
8000,4.8,0.0254,31.7,0.0009307889999999999,127.008
630,9.5,0.0254,71.3,0.00420654,125.726
800,9.5,0.0254,71.3,0.00420654,127.206
1000,9.5,0.0254,71.3,0.00420654,129.556
1250,9.5,0.0254,71.3,0.00420654,131.656
1600,9.5,0.0254,71.3,0.00420654,133.756
2000,9.5,0.0254,71.3,0.00420654,134.976
2500,9.5,0.0254,71.3,0.00420654,135.95600000000002
3150,9.5,0.0254,71.3,0.00420654,136.166
4000,9.5,0.0254,71.3,0.00420654,134.236
5000,9.5,0.0254,71.3,0.00420654,131.186
6300,9.5,0.0254,71.3,0.00420654,127.24600000000001
400,9.5,0.0254,55.5,0.0043284,120.95200000000001
500,9.5,0.0254,55.5,0.0043284,123.08200000000001
630,9.5,0.0254,55.5,0.0043284,125.45200000000001
800,9.5,0.0254,55.5,0.0043284,128.082
1000,9.5,0.0254,55.5,0.0043284,130.332
1250,9.5,0.0254,55.5,0.0043284,132.202
1600,9.5,0.0254,55.5,0.0043284,133.062
2000,9.5,0.0254,55.5,0.0043284,134.05200000000002
2500,9.5,0.0254,55.5,0.0043284,134.15200000000002
3150,9.5,0.0254,55.5,0.0043284,133.252
4000,9.5,0.0254,55.5,0.0043284,131.582
5000,9.5,0.0254,55.5,0.0043284,128.412
6300,9.5,0.0254,55.5,0.0043284,124.22200000000001
200,9.5,0.0254,39.6,0.00449821,116.074
250,9.5,0.0254,39.6,0.00449821,116.92399999999999
315,9.5,0.0254,39.6,0.00449821,119.294
400,9.5,0.0254,39.6,0.00449821,121.154
500,9.5,0.0254,39.6,0.00449821,123.89399999999999
630,9.5,0.0254,39.6,0.00449821,126.514
800,9.5,0.0254,39.6,0.00449821,129.014
1000,9.5,0.0254,39.6,0.00449821,130.374
1250,9.5,0.0254,39.6,0.00449821,130.964
1600,9.5,0.0254,39.6,0.00449821,131.184
2000,9.5,0.0254,39.6,0.00449821,131.274
2500,9.5,0.0254,39.6,0.00449821,131.234
3150,9.5,0.0254,39.6,0.00449821,129.934
4000,9.5,0.0254,39.6,0.00449821,127.86399999999999
5000,9.5,0.0254,39.6,0.00449821,125.044
6300,9.5,0.0254,39.6,0.00449821,120.324
200,9.5,0.0254,31.7,0.00461377,119.146
250,9.5,0.0254,31.7,0.00461377,120.13600000000001
315,9.5,0.0254,31.7,0.00461377,122.766
400,9.5,0.0254,31.7,0.00461377,124.756
500,9.5,0.0254,31.7,0.00461377,126.88600000000001
630,9.5,0.0254,31.7,0.00461377,129.006
800,9.5,0.0254,31.7,0.00461377,130.746
1000,9.5,0.0254,31.7,0.00461377,131.346
1250,9.5,0.0254,31.7,0.00461377,131.446
1600,9.5,0.0254,31.7,0.00461377,131.036
2000,9.5,0.0254,31.7,0.00461377,130.496
2500,9.5,0.0254,31.7,0.00461377,130.086
3150,9.5,0.0254,31.7,0.00461377,128.536
4000,9.5,0.0254,31.7,0.00461377,126.736
5000,9.5,0.0254,31.7,0.00461377,124.426
6300,9.5,0.0254,31.7,0.00461377,120.726
250,12.7,0.0254,71.3,0.012180799999999999,119.698
315,12.7,0.0254,71.3,0.012180799999999999,122.93799999999999
400,12.7,0.0254,71.3,0.012180799999999999,125.04799999999999
500,12.7,0.0254,71.3,0.012180799999999999,126.898
630,12.7,0.0254,71.3,0.012180799999999999,128.878
800,12.7,0.0254,71.3,0.012180799999999999,130.34799999999998
1000,12.7,0.0254,71.3,0.012180799999999999,131.69799999999998
1250,12.7,0.0254,71.3,0.012180799999999999,133.048
1600,12.7,0.0254,71.3,0.012180799999999999,134.528
2000,12.7,0.0254,71.3,0.012180799999999999,134.22799999999998
2500,12.7,0.0254,71.3,0.012180799999999999,134.058
3150,12.7,0.0254,71.3,0.012180799999999999,133.75799999999998
4000,12.7,0.0254,71.3,0.012180799999999999,131.808
5000,12.7,0.0254,71.3,0.012180799999999999,128.97799999999998
6300,12.7,0.0254,71.3,0.012180799999999999,125.398
8000,12.7,0.0254,71.3,0.012180799999999999,120.538
10000,12.7,0.0254,71.3,0.012180799999999999,114.41799999999999
250,12.7,0.0254,39.6,0.013025299999999998,121.54700000000001
315,12.7,0.0254,39.6,0.013025299999999998,123.537
400,12.7,0.0254,39.6,0.013025299999999998,125.527
500,12.7,0.0254,39.6,0.013025299999999998,127.12700000000001
630,12.7,0.0254,39.6,0.013025299999999998,128.86700000000002
800,12.7,0.0254,39.6,0.013025299999999998,130.217
1000,12.7,0.0254,39.6,0.013025299999999998,130.947
1250,12.7,0.0254,39.6,0.013025299999999998,130.77700000000002
1600,12.7,0.0254,39.6,0.013025299999999998,129.977
2000,12.7,0.0254,39.6,0.013025299999999998,129.567
2500,12.7,0.0254,39.6,0.013025299999999998,129.02700000000002
3150,12.7,0.0254,39.6,0.013025299999999998,127.84700000000001
4000,12.7,0.0254,39.6,0.013025299999999998,126.537
5000,12.7,0.0254,39.6,0.013025299999999998,125.10700000000001
6300,12.7,0.0254,39.6,0.013025299999999998,123.177
8000,12.7,0.0254,39.6,0.013025299999999998,120.60700000000001
10000,12.7,0.0254,39.6,0.013025299999999998,116.01700000000001
200,17.4,0.0254,71.3,0.016104,112.506
250,17.4,0.0254,71.3,0.016104,113.796
315,17.4,0.0254,71.3,0.016104,115.846
400,17.4,0.0254,71.3,0.016104,117.396
500,17.4,0.0254,71.3,0.016104,119.806
630,17.4,0.0254,71.3,0.016104,122.60600000000001
800,17.4,0.0254,71.3,0.016104,124.27600000000001
1000,17.4,0.0254,71.3,0.016104,125.816
1250,17.4,0.0254,71.3,0.016104,126.35600000000001
1600,17.4,0.0254,71.3,0.016104,126.406
2000,17.4,0.0254,71.3,0.016104,126.82600000000001
2500,17.4,0.0254,71.3,0.016104,126.74600000000001
3150,17.4,0.0254,71.3,0.016104,126.536
4000,17.4,0.0254,71.3,0.016104,125.586
5000,17.4,0.0254,71.3,0.016104,123.126
6300,17.4,0.0254,71.3,0.016104,119.916
8000,17.4,0.0254,71.3,0.016104,115.46600000000001
200,17.4,0.0254,55.5,0.016570599999999998,109.95100000000001
250,17.4,0.0254,55.5,0.016570599999999998,110.491
315,17.4,0.0254,55.5,0.016570599999999998,111.911
400,17.4,0.0254,55.5,0.016570599999999998,115.461
500,17.4,0.0254,55.5,0.016570599999999998,119.62100000000001
630,17.4,0.0254,55.5,0.016570599999999998,122.411
800,17.4,0.0254,55.5,0.016570599999999998,123.09100000000001
1000,17.4,0.0254,55.5,0.016570599999999998,126.001
1250,17.4,0.0254,55.5,0.016570599999999998,129.30100000000002
1600,17.4,0.0254,55.5,0.016570599999999998,126.471
2000,17.4,0.0254,55.5,0.016570599999999998,125.26100000000001
2500,17.4,0.0254,55.5,0.016570599999999998,124.931
3150,17.4,0.0254,55.5,0.016570599999999998,124.101
4000,17.4,0.0254,55.5,0.016570599999999998,121.771
5000,17.4,0.0254,55.5,0.016570599999999998,118.941
6300,17.4,0.0254,55.5,0.016570599999999998,114.861
200,17.4,0.0254,39.6,0.0172206,114.044
250,17.4,0.0254,39.6,0.0172206,114.714
315,17.4,0.0254,39.6,0.0172206,115.14399999999999
400,17.4,0.0254,39.6,0.0172206,115.444
500,17.4,0.0254,39.6,0.0172206,117.514
630,17.4,0.0254,39.6,0.0172206,124.514
800,17.4,0.0254,39.6,0.0172206,135.32399999999998
1000,17.4,0.0254,39.6,0.0172206,138.274
1250,17.4,0.0254,39.6,0.0172206,131.364
1600,17.4,0.0254,39.6,0.0172206,127.61399999999999
2000,17.4,0.0254,39.6,0.0172206,126.64399999999999
2500,17.4,0.0254,39.6,0.0172206,124.154
3150,17.4,0.0254,39.6,0.0172206,123.564
4000,17.4,0.0254,39.6,0.0172206,122.72399999999999
5000,17.4,0.0254,39.6,0.0172206,119.854
200,17.4,0.0254,31.7,0.017663099999999998,116.146
250,17.4,0.0254,31.7,0.017663099999999998,116.956
315,17.4,0.0254,31.7,0.017663099999999998,118.416
400,17.4,0.0254,31.7,0.017663099999999998,120.766
500,17.4,0.0254,31.7,0.017663099999999998,127.676
630,17.4,0.0254,31.7,0.017663099999999998,136.886
800,17.4,0.0254,31.7,0.017663099999999998,139.226
1000,17.4,0.0254,31.7,0.017663099999999998,131.796
1250,17.4,0.0254,31.7,0.017663099999999998,128.306
1600,17.4,0.0254,31.7,0.017663099999999998,126.846
2000,17.4,0.0254,31.7,0.017663099999999998,124.35600000000001
2500,17.4,0.0254,31.7,0.017663099999999998,124.166
3150,17.4,0.0254,31.7,0.017663099999999998,123.46600000000001
4000,17.4,0.0254,31.7,0.017663099999999998,121.99600000000001
5000,17.4,0.0254,31.7,0.017663099999999998,117.99600000000001
315,22.2,0.0254,71.3,0.0214178,115.85700000000001
400,22.2,0.0254,71.3,0.0214178,117.927
500,22.2,0.0254,71.3,0.0214178,117.96700000000001
630,22.2,0.0254,71.3,0.0214178,120.65700000000001
800,22.2,0.0254,71.3,0.0214178,123.227
1000,22.2,0.0254,71.3,0.0214178,134.247
1250,22.2,0.0254,71.3,0.0214178,140.987
1600,22.2,0.0254,71.3,0.0214178,131.817
2000,22.2,0.0254,71.3,0.0214178,127.197
2500,22.2,0.0254,71.3,0.0214178,126.09700000000001
3150,22.2,0.0254,71.3,0.0214178,124.12700000000001
4000,22.2,0.0254,71.3,0.0214178,123.917
5000,22.2,0.0254,71.3,0.0214178,125.727
6300,22.2,0.0254,71.3,0.0214178,123.12700000000001
8000,22.2,0.0254,71.3,0.0214178,121.65700000000001
200,22.2,0.0254,39.6,0.022902799999999997,116.066
250,22.2,0.0254,39.6,0.022902799999999997,117.38600000000001
315,22.2,0.0254,39.6,0.022902799999999997,120.71600000000001
400,22.2,0.0254,39.6,0.022902799999999997,123.416
500,22.2,0.0254,39.6,0.022902799999999997,129.776
630,22.2,0.0254,39.6,0.022902799999999997,137.026
800,22.2,0.0254,39.6,0.022902799999999997,137.076
1000,22.2,0.0254,39.6,0.022902799999999997,128.416
1250,22.2,0.0254,39.6,0.022902799999999997,126.446
1600,22.2,0.0254,39.6,0.022902799999999997,122.21600000000001
2000,22.2,0.0254,39.6,0.022902799999999997,121.256
2500,22.2,0.0254,39.6,0.022902799999999997,121.306
3150,22.2,0.0254,39.6,0.022902799999999997,120.85600000000001
4000,22.2,0.0254,39.6,0.022902799999999997,119.646
5000,22.2,0.0254,39.6,0.022902799999999997,118.816
630,0.0,0.1016,71.3,0.00121072,124.155
800,0.0,0.1016,71.3,0.00121072,126.805
1000,0.0,0.1016,71.3,0.00121072,128.825
1250,0.0,0.1016,71.3,0.00121072,130.335
1600,0.0,0.1016,71.3,0.00121072,131.725
2000,0.0,0.1016,71.3,0.00121072,132.095
2500,0.0,0.1016,71.3,0.00121072,132.595
3150,0.0,0.1016,71.3,0.00121072,131.955
4000,0.0,0.1016,71.3,0.00121072,130.935
5000,0.0,0.1016,71.3,0.00121072,130.795
6300,0.0,0.1016,71.3,0.00121072,129.395
8000,0.0,0.1016,71.3,0.00121072,125.465
10000,0.0,0.1016,71.3,0.00121072,123.305
12500,0.0,0.1016,71.3,0.00121072,119.375
630,0.0,0.1016,55.5,0.00131983,126.17
800,0.0,0.1016,55.5,0.00131983,127.92
1000,0.0,0.1016,55.5,0.00131983,129.8
1250,0.0,0.1016,55.5,0.00131983,131.43
1600,0.0,0.1016,55.5,0.00131983,132.05
2000,0.0,0.1016,55.5,0.00131983,132.54
2500,0.0,0.1016,55.5,0.00131983,133.04
3150,0.0,0.1016,55.5,0.00131983,131.78
4000,0.0,0.1016,55.5,0.00131983,129.5
5000,0.0,0.1016,55.5,0.00131983,128.36
6300,0.0,0.1016,55.5,0.00131983,127.73
8000,0.0,0.1016,55.5,0.00131983,124.45
10000,0.0,0.1016,55.5,0.00131983,121.93
12500,0.0,0.1016,55.5,0.00131983,119.91
630,0.0,0.1016,39.6,0.00146332,125.40100000000001
800,0.0,0.1016,39.6,0.00146332,128.401
1000,0.0,0.1016,39.6,0.00146332,130.781
1250,0.0,0.1016,39.6,0.00146332,132.27100000000002
1600,0.0,0.1016,39.6,0.00146332,133.261
2000,0.0,0.1016,39.6,0.00146332,133.251
2500,0.0,0.1016,39.6,0.00146332,132.611
3150,0.0,0.1016,39.6,0.00146332,130.961
4000,0.0,0.1016,39.6,0.00146332,127.801
5000,0.0,0.1016,39.6,0.00146332,126.021
6300,0.0,0.1016,39.6,0.00146332,125.631
8000,0.0,0.1016,39.6,0.00146332,122.34100000000001
10000,0.0,0.1016,39.6,0.00146332,119.561
630,0.0,0.1016,31.7,0.00150092,126.413
800,0.0,0.1016,31.7,0.00150092,129.053
1000,0.0,0.1016,31.7,0.00150092,131.313
1250,0.0,0.1016,31.7,0.00150092,133.063
1600,0.0,0.1016,31.7,0.00150092,133.553
2000,0.0,0.1016,31.7,0.00150092,133.153
2500,0.0,0.1016,31.7,0.00150092,132.003
3150,0.0,0.1016,31.7,0.00150092,129.97299999999998
4000,0.0,0.1016,31.7,0.00150092,126.93299999999999
5000,0.0,0.1016,31.7,0.00150092,124.39299999999999
6300,0.0,0.1016,31.7,0.00150092,124.25299999999999
8000,0.0,0.1016,31.7,0.00150092,120.193
10000,0.0,0.1016,31.7,0.00150092,115.89299999999999
800,3.3,0.1016,71.3,0.00202822,131.07399999999998
1000,3.3,0.1016,71.3,0.00202822,131.434
1250,3.3,0.1016,71.3,0.00202822,132.304
1600,3.3,0.1016,71.3,0.00202822,133.664
2000,3.3,0.1016,71.3,0.00202822,134.034
2500,3.3,0.1016,71.3,0.00202822,133.894
3150,3.3,0.1016,71.3,0.00202822,132.114
4000,3.3,0.1016,71.3,0.00202822,128.704
5000,3.3,0.1016,71.3,0.00202822,127.054
6300,3.3,0.1016,71.3,0.00202822,124.904
8000,3.3,0.1016,71.3,0.00202822,121.234
10000,3.3,0.1016,71.3,0.00202822,116.694
630,3.3,0.1016,55.5,0.002211,126.59899999999999
800,3.3,0.1016,55.5,0.002211,129.119
1000,3.3,0.1016,55.5,0.002211,131.129
1250,3.3,0.1016,55.5,0.002211,132.769
1600,3.3,0.1016,55.5,0.002211,133.649
2000,3.3,0.1016,55.5,0.002211,133.649
2500,3.3,0.1016,55.5,0.002211,132.889
3150,3.3,0.1016,55.5,0.002211,130.629
4000,3.3,0.1016,55.5,0.002211,127.229
5000,3.3,0.1016,55.5,0.002211,124.839
6300,3.3,0.1016,55.5,0.002211,123.839
8000,3.3,0.1016,55.5,0.002211,120.569
10000,3.3,0.1016,55.5,0.002211,115.65899999999999
630,3.3,0.1016,39.6,0.00245138,127.251
800,3.3,0.1016,39.6,0.00245138,129.991
1000,3.3,0.1016,39.6,0.00245138,131.971
1250,3.3,0.1016,39.6,0.00245138,133.211
1600,3.3,0.1016,39.6,0.00245138,133.071
2000,3.3,0.1016,39.6,0.00245138,132.30100000000002
2500,3.3,0.1016,39.6,0.00245138,130.791
3150,3.3,0.1016,39.6,0.00245138,128.401
4000,3.3,0.1016,39.6,0.00245138,124.881
5000,3.3,0.1016,39.6,0.00245138,122.37100000000001
6300,3.3,0.1016,39.6,0.00245138,120.851
8000,3.3,0.1016,39.6,0.00245138,118.09100000000001
10000,3.3,0.1016,39.6,0.00245138,115.321
630,3.3,0.1016,31.7,0.00251435,128.952
800,3.3,0.1016,31.7,0.00251435,131.362
1000,3.3,0.1016,31.7,0.00251435,133.012
1250,3.3,0.1016,31.7,0.00251435,134.02200000000002
1600,3.3,0.1016,31.7,0.00251435,133.40200000000002
2000,3.3,0.1016,31.7,0.00251435,131.642
2500,3.3,0.1016,31.7,0.00251435,130.392
3150,3.3,0.1016,31.7,0.00251435,128.252
4000,3.3,0.1016,31.7,0.00251435,124.852
5000,3.3,0.1016,31.7,0.00251435,122.08200000000001
6300,3.3,0.1016,31.7,0.00251435,120.70200000000001
8000,3.3,0.1016,31.7,0.00251435,117.432
630,6.7,0.1016,71.3,0.00478288,131.44799999999998
800,6.7,0.1016,71.3,0.00478288,134.47799999999998
1000,6.7,0.1016,71.3,0.00478288,136.75799999999998
1250,6.7,0.1016,71.3,0.00478288,137.658
1600,6.7,0.1016,71.3,0.00478288,136.678
2000,6.7,0.1016,71.3,0.00478288,134.56799999999998
2500,6.7,0.1016,71.3,0.00478288,131.458
3150,6.7,0.1016,71.3,0.00478288,124.458
500,6.7,0.1016,55.5,0.0052139,129.343
630,6.7,0.1016,55.5,0.0052139,133.023
800,6.7,0.1016,55.5,0.0052139,135.953
1000,6.7,0.1016,55.5,0.0052139,137.233
1250,6.7,0.1016,55.5,0.0052139,136.88299999999998
1600,6.7,0.1016,55.5,0.0052139,133.653
2000,6.7,0.1016,55.5,0.0052139,129.653
2500,6.7,0.1016,55.5,0.0052139,124.273
400,6.7,0.1016,39.6,0.00578076,128.295
500,6.7,0.1016,39.6,0.00578076,130.955
630,6.7,0.1016,39.6,0.00578076,133.355
800,6.7,0.1016,39.6,0.00578076,134.625
1000,6.7,0.1016,39.6,0.00578076,134.515
1250,6.7,0.1016,39.6,0.00578076,132.395
1600,6.7,0.1016,39.6,0.00578076,127.375
2000,6.7,0.1016,39.6,0.00578076,122.235
315,6.7,0.1016,31.7,0.00592927,126.266
400,6.7,0.1016,31.7,0.00592927,128.296
500,6.7,0.1016,31.7,0.00592927,130.20600000000002
630,6.7,0.1016,31.7,0.00592927,132.116
800,6.7,0.1016,31.7,0.00592927,132.886
1000,6.7,0.1016,31.7,0.00592927,131.636
1250,6.7,0.1016,31.7,0.00592927,129.256
1600,6.7,0.1016,31.7,0.00592927,124.346
2000,6.7,0.1016,31.7,0.00592927,120.446
200,8.9,0.1016,71.3,0.0103088,133.503
250,8.9,0.1016,71.3,0.0103088,134.533
315,8.9,0.1016,71.3,0.0103088,136.583
400,8.9,0.1016,71.3,0.0103088,138.123
500,8.9,0.1016,71.3,0.0103088,138.523
630,8.9,0.1016,71.3,0.0103088,138.423
800,8.9,0.1016,71.3,0.0103088,137.813
1000,8.9,0.1016,71.3,0.0103088,135.433
1250,8.9,0.1016,71.3,0.0103088,132.793
1600,8.9,0.1016,71.3,0.0103088,128.763
2000,8.9,0.1016,71.3,0.0103088,124.23299999999999
2500,8.9,0.1016,71.3,0.0103088,123.62299999999999
3150,8.9,0.1016,71.3,0.0103088,123.26299999999999
4000,8.9,0.1016,71.3,0.0103088,120.243
5000,8.9,0.1016,71.3,0.0103088,116.723
6300,8.9,0.1016,71.3,0.0103088,117.25299999999999
200,8.9,0.1016,39.6,0.012459600000000001,133.42
250,8.9,0.1016,39.6,0.012459600000000001,134.34
315,8.9,0.1016,39.6,0.012459600000000001,135.38
400,8.9,0.1016,39.6,0.012459600000000001,135.54
500,8.9,0.1016,39.6,0.012459600000000001,133.79
630,8.9,0.1016,39.6,0.012459600000000001,131.92
800,8.9,0.1016,39.6,0.012459600000000001,130.94
1000,8.9,0.1016,39.6,0.012459600000000001,129.58
1250,8.9,0.1016,39.6,0.012459600000000001,127.71
1600,8.9,0.1016,39.6,0.012459600000000001,123.82
2000,8.9,0.1016,39.6,0.012459600000000001,119.04
2500,8.9,0.1016,39.6,0.012459600000000001,119.19
3150,8.9,0.1016,39.6,0.012459600000000001,119.35
4000,8.9,0.1016,39.6,0.012459600000000001,116.22
5000,8.9,0.1016,39.6,0.012459600000000001,113.08
6300,8.9,0.1016,39.6,0.012459600000000001,113.11
200,12.3,0.1016,71.3,0.033779199999999995,130.588
250,12.3,0.1016,71.3,0.033779199999999995,131.56799999999998
315,12.3,0.1016,71.3,0.033779199999999995,137.06799999999998
400,12.3,0.1016,71.3,0.033779199999999995,139.428
500,12.3,0.1016,71.3,0.033779199999999995,140.158
630,12.3,0.1016,71.3,0.033779199999999995,135.368
800,12.3,0.1016,71.3,0.033779199999999995,127.318
1000,12.3,0.1016,71.3,0.033779199999999995,127.928
1250,12.3,0.1016,71.3,0.033779199999999995,126.648
1600,12.3,0.1016,71.3,0.033779199999999995,124.74799999999999
2000,12.3,0.1016,71.3,0.033779199999999995,122.21799999999999
2500,12.3,0.1016,71.3,0.033779199999999995,121.318
3150,12.3,0.1016,71.3,0.033779199999999995,120.79799999999999
4000,12.3,0.1016,71.3,0.033779199999999995,118.01799999999999
5000,12.3,0.1016,71.3,0.033779199999999995,116.10799999999999
6300,12.3,0.1016,71.3,0.033779199999999995,113.958
200,12.3,0.1016,55.5,0.0368233,132.304
250,12.3,0.1016,55.5,0.0368233,133.29399999999998
315,12.3,0.1016,55.5,0.0368233,135.674
400,12.3,0.1016,55.5,0.0368233,136.414
500,12.3,0.1016,55.5,0.0368233,133.774
630,12.3,0.1016,55.5,0.0368233,124.244
800,12.3,0.1016,55.5,0.0368233,125.11399999999999
1000,12.3,0.1016,55.5,0.0368233,125.484
1250,12.3,0.1016,55.5,0.0368233,124.214
1600,12.3,0.1016,55.5,0.0368233,121.824
2000,12.3,0.1016,55.5,0.0368233,118.564
2500,12.3,0.1016,55.5,0.0368233,117.054
3150,12.3,0.1016,55.5,0.0368233,116.914
4000,12.3,0.1016,55.5,0.0368233,114.404
5000,12.3,0.1016,55.5,0.0368233,112.014
6300,12.3,0.1016,55.5,0.0368233,110.124
200,12.3,0.1016,39.6,0.0408268,128.545
250,12.3,0.1016,39.6,0.0408268,129.675
315,12.3,0.1016,39.6,0.0408268,129.415
400,12.3,0.1016,39.6,0.0408268,128.265
500,12.3,0.1016,39.6,0.0408268,122.205
630,12.3,0.1016,39.6,0.0408268,121.315
800,12.3,0.1016,39.6,0.0408268,122.315
1000,12.3,0.1016,39.6,0.0408268,122.435
1250,12.3,0.1016,39.6,0.0408268,121.165
1600,12.3,0.1016,39.6,0.0408268,117.875
2000,12.3,0.1016,39.6,0.0408268,114.085
2500,12.3,0.1016,39.6,0.0408268,113.315
3150,12.3,0.1016,39.6,0.0408268,113.055
4000,12.3,0.1016,39.6,0.0408268,110.905
5000,12.3,0.1016,39.6,0.0408268,108.625
6300,12.3,0.1016,39.6,0.0408268,107.985
200,12.3,0.1016,31.7,0.0418756,124.98700000000001
250,12.3,0.1016,31.7,0.0418756,125.85700000000001
315,12.3,0.1016,31.7,0.0418756,124.71700000000001
400,12.3,0.1016,31.7,0.0418756,123.20700000000001
500,12.3,0.1016,31.7,0.0418756,118.667
630,12.3,0.1016,31.7,0.0418756,119.287
800,12.3,0.1016,31.7,0.0418756,120.037
1000,12.3,0.1016,31.7,0.0418756,119.777
1250,12.3,0.1016,31.7,0.0418756,118.76700000000001
1600,12.3,0.1016,31.7,0.0418756,114.477
2000,12.3,0.1016,31.7,0.0418756,110.447
2500,12.3,0.1016,31.7,0.0418756,110.31700000000001
3150,12.3,0.1016,31.7,0.0418756,110.307
4000,12.3,0.1016,31.7,0.0418756,108.40700000000001
5000,12.3,0.1016,31.7,0.0418756,107.147
6300,12.3,0.1016,31.7,0.0418756,107.26700000000001
200,15.6,0.1016,71.3,0.0437259,130.898
250,15.6,0.1016,71.3,0.0437259,132.158
315,15.6,0.1016,71.3,0.0437259,133.808
400,15.6,0.1016,71.3,0.0437259,134.058
500,15.6,0.1016,71.3,0.0437259,130.638
630,15.6,0.1016,71.3,0.0437259,122.288
800,15.6,0.1016,71.3,0.0437259,124.18799999999999
1000,15.6,0.1016,71.3,0.0437259,124.43799999999999
1250,15.6,0.1016,71.3,0.0437259,123.178
1600,15.6,0.1016,71.3,0.0437259,121.52799999999999
2000,15.6,0.1016,71.3,0.0437259,119.88799999999999
2500,15.6,0.1016,71.3,0.0437259,118.99799999999999
3150,15.6,0.1016,71.3,0.0437259,116.46799999999999
4000,15.6,0.1016,71.3,0.0437259,113.29799999999999
200,15.6,0.1016,39.6,0.0528487,123.514
250,15.6,0.1016,39.6,0.0528487,124.64399999999999
315,15.6,0.1016,39.6,0.0528487,122.75399999999999
400,15.6,0.1016,39.6,0.0528487,120.484
500,15.6,0.1016,39.6,0.0528487,115.304
630,15.6,0.1016,39.6,0.0528487,118.084
800,15.6,0.1016,39.6,0.0528487,118.964
1000,15.6,0.1016,39.6,0.0528487,119.22399999999999
1250,15.6,0.1016,39.6,0.0528487,118.214
1600,15.6,0.1016,39.6,0.0528487,114.554
2000,15.6,0.1016,39.6,0.0528487,110.89399999999999
2500,15.6,0.1016,39.6,0.0528487,110.264
3150,15.6,0.1016,39.6,0.0528487,109.25399999999999
4000,15.6,0.1016,39.6,0.0528487,106.604
5000,15.6,0.1016,39.6,0.0528487,106.22399999999999
6300,15.6,0.1016,39.6,0.0528487,104.204
